 # Cross interactions for GROMACS: 'C'     'A'
 PFH   W        1       0.23890E-01     0.31002E-04
 PFH   NA       1       0.30304E-02     0.38188E-06
 PFH   CL       1       0.22266E-01     0.98592E-05
 W     NA       1       0.17124E-02     0.16583E-04
 W     CL       1       0.13768E-01     0.25455E-03
 NA    CL       1       0.16172E-02     0.52666E-05
